	TP	TN	FP	FN	image1	image2
119_2731	11.0	0.0	250.0	3.0	119.0	2731.0
407_3186	20.0	0.0	238.0	6.0	407.0	3186.0
2824_3193	21.0	0.0	238.0	5.0	2824.0	3193.0
2826_3160	12.0	0.0	247.0	5.0	2826.0	3160.0
118_2863	13.0	0.0	249.0	2.0	118.0	2863.0
144_3193	22.0	0.0	239.0	3.0	144.0	3193.0
3039_3194	14.0	0.0	246.0	4.0	3039.0	3194.0
172_1584	16.0	0.0	241.0	7.0	172.0	1584.0
3164_3179	12.0	0.0	246.0	6.0	3164.0	3179.0
415_8719	5.0	0.0	256.0	3.0	415.0	8719.0
135_154	25.0	0.0	236.0	3.0	135.0	154.0
116_144	12.0	0.0	251.0	1.0	116.0	144.0
144_165	28.0	0.0	232.0	4.0	144.0	165.0
401_8719	12.0	0.0	249.0	3.0	401.0	8719.0
111_3194	12.0	1.0	245.0	6.0	111.0	3194.0
122_3185	14.0	0.0	247.0	3.0	122.0	3185.0
401_407	17.0	0.0	240.0	7.0	401.0	407.0
172_401	22.0	0.0	234.0	8.0	172.0	401.0
166_3162	22.0	0.0	238.0	4.0	166.0	3162.0
395_3175	18.0	0.0	243.0	3.0	395.0	3175.0
177_1584	4.0	0.0	258.0	2.0	177.0	1584.0
149_154	30.0	0.0	229.0	5.0	149.0	154.0
401_3173	20.0	0.0	239.0	5.0	401.0	3173.0
177_407	10.0	0.0	251.0	3.0	177.0	407.0
2863_8625	6.0	0.0	253.0	5.0	2863.0	8625.0
118_420	17.0	0.0	245.0	2.0	118.0	420.0
109_147	23.0	0.0	236.0	5.0	109.0	147.0
3175_8719	14.0	0.0	247.0	3.0	3175.0	8719.0
157_178	12.0	0.0	244.0	8.0	157.0	178.0
144_3041	20.0	0.0	242.0	2.0	144.0	3041.0
157_2729	15.0	0.0	244.0	5.0	157.0	2729.0
190_1585	11.0	0.0	248.0	5.0	190.0	1585.0
188_3160	9.0	1.0	250.0	4.0	188.0	3160.0
136_1750	14.0	0.0	239.0	11.0	136.0	1750.0
2718_8820	7.0	0.0	254.0	3.0	2718.0	8820.0
3180_3193	12.0	0.0	247.0	5.0	3180.0	3193.0
140_3193	23.0	0.0	238.0	3.0	140.0	3193.0
2723_3179	16.0	0.0	244.0	4.0	2723.0	3179.0
165_177	18.0	0.0	243.0	3.0	165.0	177.0
146_2863	20.0	0.0	239.0	5.0	146.0	2863.0
3040_3154	10.0	0.0	251.0	3.0	3040.0	3154.0
140_3175	24.0	0.0	237.0	3.0	140.0	3175.0
143_8625	11.0	0.0	248.0	5.0	143.0	8625.0
144_187	21.0	0.0	240.0	3.0	144.0	187.0
412_1583	15.0	0.0	241.0	8.0	412.0	1583.0
186_10924	12.0	0.0	246.0	6.0	186.0	10924.0
190_1584	13.0	0.0	246.0	5.0	190.0	1584.0
119_1583	17.0	0.0	239.0	8.0	119.0	1583.0
183_3131	20.0	0.0	239.0	5.0	183.0	3131.0
172_2963	15.0	0.0	243.0	6.0	172.0	2963.0
188_3193	19.0	1.0	239.0	5.0	188.0	3193.0
4_3162	3.0	0.0	259.0	2.0	4.0	3162.0
136_3185	17.0	0.0	239.0	8.0	136.0	3185.0
177_2863	5.0	0.0	257.0	2.0	177.0	2863.0
4_3179	11.0	0.0	245.0	8.0	4.0	3179.0
109_3179	17.0	0.0	237.0	10.0	109.0	3179.0
135_419	16.0	0.0	244.0	4.0	135.0	419.0
3039_3192	16.0	0.0	245.0	3.0	3039.0	3192.0
2718_3175	17.0	0.0	243.0	4.0	2718.0	3175.0
111_395	6.0	1.0	253.0	4.0	111.0	395.0
3156_3193	13.0	0.0	249.0	2.0	3156.0	3193.0
166_3188	31.0	0.0	227.0	6.0	166.0	3188.0
147_3160	17.0	0.0	245.0	2.0	147.0	3160.0
183_3192	23.0	0.0	234.0	7.0	183.0	3192.0
1587_3180	2.0	0.0	258.0	4.0	1587.0	3180.0
149_3188	27.0	0.0	233.0	4.0	149.0	3188.0
2723_3156	5.0	0.0	258.0	1.0	2723.0	3156.0
2963_3194	14.0	0.0	246.0	4.0	2963.0	3194.0
3142_3164	7.0	0.0	253.0	4.0	3142.0	3164.0
111_187	10.0	1.0	248.0	5.0	111.0	187.0
135_8719	12.0	0.0	250.0	2.0	135.0	8719.0
415_3156	6.0	0.0	257.0	1.0	415.0	3156.0
2729_2866	6.0	0.0	255.0	3.0	2729.0	2866.0
166_2731	24.0	0.0	235.0	5.0	166.0	2731.0
183_3188	21.0	0.0	237.0	6.0	183.0	3188.0
146_3187	26.0	0.0	234.0	4.0	146.0	3187.0
149_2731	20.0	0.0	241.0	3.0	149.0	2731.0
412_3173	15.0	0.0	244.0	5.0	412.0	3173.0
164_2729	13.0	0.0	247.0	4.0	164.0	2729.0
3192_10924	14.0	0.0	244.0	6.0	3192.0	10924.0
138_418	11.0	0.0	242.0	11.0	138.0	418.0
395_2723	9.0	0.0	253.0	2.0	395.0	2723.0
149_3154	24.0	0.0	235.0	5.0	149.0	3154.0
173_8625	14.0	0.0	242.0	8.0	173.0	8625.0
118_2714	17.0	0.0	241.0	6.0	118.0	2714.0
2963_3131	12.0	0.0	250.0	2.0	2963.0	3131.0
3185_10924	11.0	0.0	247.0	6.0	3185.0	10924.0
139_3194	24.0	0.0	236.0	4.0	139.0	3194.0
136_1587	7.0	0.0	250.0	7.0	136.0	1587.0
401_415	12.0	0.0	247.0	5.0	401.0	415.0
154_3179	26.0	0.0	231.0	7.0	154.0	3179.0
3175_8625	13.0	0.0	245.0	6.0	3175.0	8625.0
164_401	19.0	0.0	240.0	5.0	164.0	401.0
3162_3185	13.0	0.0	249.0	2.0	3162.0	3185.0
136_2729	10.0	0.0	247.0	7.0	136.0	2729.0
135_2826	20.0	0.0	238.0	6.0	135.0	2826.0
183_2731	14.0	0.0	245.0	5.0	183.0	2731.0
2863_3040	6.0	0.0	256.0	2.0	2863.0	3040.0
183_1584	13.0	0.0	245.0	6.0	183.0	1584.0
420_3039	10.0	0.0	251.0	3.0	420.0	3039.0
3041_3156	10.0	0.0	252.0	2.0	3041.0	3156.0
119_147	22.0	0.0	238.0	4.0	119.0	147.0
172_3180	14.0	0.0	242.0	8.0	172.0	3180.0
407_3193	20.0	0.0	239.0	5.0	407.0	3193.0
2824_3187	21.0	0.0	240.0	3.0	2824.0	3187.0
142_3160	20.0	0.0	242.0	2.0	142.0	3160.0
3162_3194	14.0	0.0	247.0	3.0	3162.0	3194.0
1587_3129	13.0	0.0	247.0	4.0	1587.0	3129.0
3186_3191	24.0	0.0	235.0	5.0	3186.0	3191.0
2729_3192	17.0	0.0	243.0	4.0	2729.0	3192.0
3154_3173	19.0	0.0	240.0	5.0	3154.0	3173.0
111_3185	12.0	1.0	247.0	4.0	111.0	3185.0
3185_8718	12.0	0.0	250.0	2.0	3185.0	8718.0
178_1583	12.0	0.0	243.0	9.0	178.0	1583.0
166_2863	24.0	0.0	234.0	6.0	166.0	2863.0
149_2723	20.0	0.0	242.0	2.0	149.0	2723.0
1750_3131	19.0	0.0	240.0	5.0	1750.0	3131.0
165_419	22.0	0.0	235.0	7.0	165.0	419.0
2714_3160	8.0	0.0	248.0	8.0	2714.0	3160.0
120_3041	17.0	0.0	243.0	4.0	120.0	3041.0
157_395	15.0	0.0	242.0	7.0	157.0	395.0
190_3162	11.0	0.0	249.0	4.0	190.0	3162.0
407_418	16.0	0.0	242.0	6.0	407.0	418.0
111_136	6.0	1.0	248.0	9.0	111.0	136.0
111_1750	8.0	1.0	247.0	8.0	111.0	1750.0
2718_3191	18.0	0.0	242.0	4.0	2718.0	3191.0
2714_3193	18.0	0.0	237.0	9.0	2714.0	3193.0
2826_3192	25.0	0.0	233.0	6.0	2826.0	3192.0
159_1587	10.0	0.0	253.0	1.0	159.0	1587.0
141_3186	21.0	0.0	239.0	4.0	141.0	3186.0
116_419	8.0	0.0	254.0	2.0	116.0	419.0
149_173	29.0	0.0	229.0	6.0	149.0	173.0
135_420	18.0	0.0	243.0	3.0	135.0	420.0
119_3131	17.0	0.0	244.0	3.0	119.0	3131.0
1586_2863	13.0	0.0	245.0	6.0	1586.0	2863.0
3188_3194	27.0	0.0	236.0	1.0	3188.0	3194.0
164_1585	12.0	0.0	249.0	3.0	164.0	1585.0
120_136	14.0	0.0	241.0	9.0	120.0	136.0
166_8730	28.0	0.0	227.0	9.0	166.0	8730.0
3131_3156	11.0	0.0	251.0	2.0	3131.0	3156.0
186_2824	20.0	0.0	237.0	7.0	186.0	2824.0
164_187	20.0	1.0	239.0	4.0	164.0	187.0
1586_3179	18.0	0.0	235.0	11.0	1586.0	3179.0
164_1587	11.0	0.0	250.0	3.0	164.0	1587.0
1584_3187	13.0	0.0	248.0	3.0	1584.0	3187.0
2729_3186	15.0	0.0	245.0	4.0	2729.0	3186.0
136_3186	17.0	0.0	238.0	9.0	136.0	3186.0
120_419	14.0	0.0	244.0	6.0	120.0	419.0
1583_3175	22.0	0.0	234.0	8.0	1583.0	3175.0
159_187	18.0	0.0	243.0	3.0	159.0	187.0
1750_3180	9.0	0.0	247.0	8.0	1750.0	3180.0
146_2963	18.0	0.0	242.0	4.0	146.0	2963.0
111_419	7.0	1.0	251.0	5.0	111.0	419.0
1585_3191	15.0	0.0	246.0	3.0	1585.0	3191.0
2731_3194	16.0	0.0	244.0	4.0	2731.0	3194.0
1585_8625	3.0	0.0	256.0	5.0	1585.0	8625.0
178_1584	4.0	1.0	253.0	6.0	178.0	1584.0
122_157	15.0	0.0	245.0	4.0	122.0	157.0
407_420	18.0	0.0	242.0	4.0	407.0	420.0
395_8625	6.0	0.0	252.0	6.0	395.0	8625.0
142_143	28.0	0.0	233.0	3.0	142.0	143.0
165_418	22.0	0.0	234.0	8.0	165.0	418.0
187_3188	20.0	0.0	239.0	5.0	187.0	3188.0
3131_3162	12.0	0.0	251.0	1.0	3131.0	3162.0
141_177	11.0	0.0	252.0	1.0	141.0	177.0
122_1586	11.0	0.0	247.0	6.0	122.0	1586.0
141_190	19.0	0.0	240.0	5.0	141.0	190.0
159_173	22.0	0.0	238.0	4.0	159.0	173.0
118_147	24.0	0.0	238.0	2.0	118.0	147.0
120_1750	17.0	0.0	240.0	7.0	120.0	1750.0
395_3041	14.0	0.0	247.0	3.0	395.0	3041.0
2963_3175	12.0	0.0	247.0	5.0	2963.0	3175.0
165_2714	24.0	0.0	230.0	10.0	165.0	2714.0
1585_3154	10.0	0.0	250.0	4.0	1585.0	3154.0
2866_8727	0.0	0.0	258.0	6.0	2866.0	8727.0
109_3192	22.0	0.0	237.0	5.0	109.0	3192.0
178_2824	12.0	0.0	246.0	6.0	178.0	2824.0
144_407	20.0	0.0	240.0	4.0	144.0	407.0
1750_3185	19.0	0.0	238.0	7.0	1750.0	3185.0
4_3193	12.0	0.0	248.0	4.0	4.0	3193.0
3186_3188	22.0	0.0	237.0	5.0	3186.0	3188.0
172_1583	23.0	0.0	230.0	11.0	172.0	1583.0
188_10924	9.0	1.0	248.0	6.0	188.0	10924.0
1586_10924	10.0	0.0	247.0	7.0	1586.0	10924.0
147_164	25.0	0.0	235.0	4.0	147.0	164.0
418_2718	9.0	0.0	247.0	8.0	418.0	2718.0
420_3191	21.0	0.0	239.0	4.0	420.0	3191.0
135_146	26.0	0.0	234.0	4.0	135.0	146.0
166_419	26.0	0.0	231.0	7.0	166.0	419.0
1583_2729	13.0	0.0	243.0	8.0	1583.0	2729.0
136_166	26.0	0.0	228.0	10.0	136.0	166.0
173_2963	14.0	0.0	244.0	6.0	173.0	2963.0
177_3162	3.0	0.0	261.0	0.0	177.0	3162.0
157_2963	13.0	0.0	246.0	5.0	157.0	2963.0
3_111	15.0	1.0	244.0	4.0	3.0	111.0
118_141	19.0	0.0	244.0	1.0	118.0	141.0
186_3041	19.0	0.0	240.0	5.0	186.0	3041.0
177_3193	12.0	0.0	250.0	2.0	177.0	3193.0
2714_2826	19.0	0.0	235.0	10.0	2714.0	2826.0
394_2866	10.0	0.0	250.0	4.0	394.0	2866.0
173_418	20.0	1.0	236.0	7.0	173.0	418.0
395_2963	7.0	0.0	254.0	3.0	395.0	2963.0
407_2723	13.0	0.0	248.0	3.0	407.0	2723.0
165_3188	28.0	0.0	231.0	5.0	165.0	3188.0
4_183	11.0	0.0	247.0	6.0	4.0	183.0
146_3173	27.0	0.0	232.0	5.0	146.0	3173.0
3041_8727	10.0	0.0	252.0	2.0	3041.0	8727.0
177_8719	3.0	0.0	260.0	1.0	177.0	8719.0
116_3180	3.0	0.0	259.0	2.0	116.0	3180.0
2718_8625	4.0	0.0	252.0	8.0	2718.0	8625.0
3131_8718	11.0	0.0	252.0	1.0	3131.0	8718.0
407_8730	17.0	0.0	239.0	8.0	407.0	8730.0
188_2729	10.0	1.0	247.0	6.0	188.0	2729.0
3160_3187	12.0	0.0	251.0	1.0	3160.0	3187.0
412_1585	6.0	0.0	254.0	4.0	412.0	1585.0
3179_3185	22.0	0.0	235.0	7.0	3179.0	3185.0
3_2729	15.0	0.0	243.0	6.0	3.0	2729.0
3041_3160	10.0	0.0	252.0	2.0	3041.0	3160.0
2883_3039	3.0	0.0	259.0	2.0	2883.0	3039.0
140_3192	26.0	0.0	235.0	3.0	140.0	3192.0
111_2731	5.0	1.0	255.0	3.0	111.0	2731.0
164_420	18.0	0.0	242.0	4.0	164.0	420.0
116_159	10.0	0.0	254.0	0.0	116.0	159.0
143_412	14.0	0.0	246.0	4.0	143.0	412.0
164_177	11.0	0.0	251.0	2.0	164.0	177.0
190_3040	13.0	0.0	249.0	2.0	190.0	3040.0
166_394	27.0	0.0	230.0	7.0	166.0	394.0
146_2714	23.0	0.0	231.0	10.0	146.0	2714.0
1585_8719	4.0	0.0	258.0	2.0	1585.0	8719.0
395_419	12.0	0.0	248.0	4.0	395.0	419.0
419_3040	8.0	0.0	253.0	3.0	419.0	3040.0
3193_3194	22.0	0.0	236.0	6.0	3193.0	3194.0
3129_8730	20.0	0.0	236.0	8.0	3129.0	8730.0
412_3191	17.0	0.0	242.0	5.0	412.0	3191.0
138_143	14.0	0.0	241.0	9.0	138.0	143.0
3_3131	23.0	0.0	237.0	4.0	3.0	3131.0
183_2963	10.0	0.0	247.0	7.0	183.0	2963.0
164_8730	18.0	0.0	239.0	7.0	164.0	8730.0
109_141	18.0	0.0	242.0	4.0	109.0	141.0
2714_3131	17.0	0.0	239.0	8.0	2714.0	3131.0
139_2826	24.0	0.0	236.0	4.0	139.0	2826.0
147_2729	19.0	0.0	242.0	3.0	147.0	2729.0
157_1587	12.0	0.0	247.0	5.0	157.0	1587.0
418_3156	7.0	0.0	252.0	5.0	418.0	3156.0
111_3131	12.0	1.0	249.0	2.0	111.0	3131.0
2826_3186	22.0	0.0	235.0	7.0	2826.0	3186.0
1583_2866	12.0	0.0	244.0	8.0	1583.0	2866.0
136_154	21.0	0.0	235.0	8.0	136.0	154.0
140_177	13.0	0.0	250.0	1.0	140.0	177.0
140_8718	12.0	0.0	250.0	2.0	140.0	8718.0
159_3194	20.0	0.0	240.0	4.0	159.0	3194.0
3173_8730	19.0	0.0	238.0	7.0	3173.0	8730.0
2731_3179	14.0	0.0	243.0	7.0	2731.0	3179.0
144_1587	12.0	0.0	250.0	2.0	144.0	1587.0
147_3156	17.0	0.0	245.0	2.0	147.0	3156.0
2863_2866	7.0	0.0	254.0	3.0	2863.0	2866.0
2718_2863	9.0	0.0	251.0	4.0	2718.0	2863.0
139_394	19.0	0.0	241.0	4.0	139.0	394.0
143_415	14.0	0.0	248.0	2.0	143.0	415.0
140_3041	21.0	0.0	241.0	2.0	140.0	3041.0
3_2714	18.0	0.0	234.0	12.0	3.0	2714.0
3_3187	20.0	0.0	237.0	7.0	3.0	3187.0
3188_8625	12.0	0.0	246.0	6.0	3188.0	8625.0
154_394	22.0	0.0	237.0	5.0	154.0	394.0
166_173	33.0	0.0	223.0	8.0	166.0	173.0
2963_3173	14.0	0.0	248.0	2.0	2963.0	3173.0
166_8625	21.0	0.0	235.0	8.0	166.0	8625.0
157_183	21.0	0.0	235.0	8.0	157.0	183.0
415_2863	7.0	0.0	253.0	4.0	415.0	2863.0
407_2718	13.0	1.0	244.0	6.0	407.0	2718.0
172_1586	21.0	0.0	233.0	10.0	172.0	1586.0
122_3162	5.0	0.0	258.0	1.0	122.0	3162.0
165_3191	31.0	0.0	229.0	4.0	165.0	3191.0
187_8719	11.0	0.0	249.0	4.0	187.0	8719.0
188_8820	10.0	1.0	249.0	4.0	188.0	8820.0
173_3173	24.0	0.0	234.0	6.0	173.0	3173.0
2863_3191	17.0	0.0	243.0	4.0	2863.0	3191.0
3158_3173	12.0	0.0	249.0	3.0	3158.0	3173.0
135_3194	23.0	0.0	238.0	3.0	135.0	3194.0
149_178	19.0	0.0	241.0	4.0	149.0	178.0
118_3173	20.0	0.0	242.0	2.0	118.0	3173.0
120_143	19.0	0.0	242.0	3.0	120.0	143.0
116_2824	11.0	0.0	250.0	3.0	116.0	2824.0
147_3179	26.0	0.0	231.0	7.0	147.0	3179.0
149_3173	27.0	0.0	233.0	4.0	149.0	3173.0
3175_10924	14.0	0.0	246.0	4.0	3175.0	10924.0
144_3173	23.0	0.0	239.0	2.0	144.0	3173.0
122_183	14.0	0.0	246.0	4.0	122.0	183.0
119_173	20.0	0.0	238.0	6.0	119.0	173.0
3142_3191	19.0	0.0	240.0	5.0	3142.0	3191.0
111_166	20.0	1.0	236.0	7.0	111.0	166.0
3160_8625	3.0	0.0	257.0	4.0	3160.0	8625.0
164_2718	13.0	0.0	245.0	6.0	164.0	2718.0
1583_2883	11.0	0.0	246.0	7.0	1583.0	2883.0
3_3041	21.0	0.0	238.0	5.0	3.0	3041.0
190_401	20.0	0.0	239.0	5.0	190.0	401.0
3129_3175	24.0	0.0	235.0	5.0	3129.0	3175.0
122_2963	5.0	0.0	257.0	2.0	122.0	2963.0
135_3188	21.0	0.0	240.0	3.0	135.0	3188.0
190_3160	12.0	0.0	249.0	3.0	190.0	3160.0
165_2824	28.0	0.0	231.0	5.0	165.0	2824.0
412_3186	15.0	0.0	243.0	6.0	412.0	3186.0
1587_3162	3.0	0.0	260.0	1.0	1587.0	3162.0
136_3187	16.0	0.0	241.0	7.0	136.0	3187.0
118_3162	11.0	0.0	253.0	0.0	118.0	3162.0
154_1750	22.0	0.0	234.0	8.0	154.0	1750.0
119_3158	8.0	0.0	253.0	3.0	119.0	3158.0
157_3129	24.0	0.0	234.0	6.0	157.0	3129.0
3158_8730	10.0	0.0	249.0	5.0	3158.0	8730.0
418_3186	18.0	0.0	240.0	6.0	418.0	3186.0
166_2824	30.0	0.0	227.0	7.0	166.0	2824.0
3191_10924	13.0	0.0	245.0	6.0	3191.0	10924.0
3164_3193	13.0	0.0	249.0	2.0	3164.0	3193.0
419_2723	10.0	0.0	251.0	3.0	419.0	2723.0
187_3156	12.0	0.0	250.0	2.0	187.0	3156.0
149_418	22.0	0.0	236.0	6.0	149.0	418.0
3131_3158	11.0	0.0	251.0	2.0	3131.0	3158.0
183_3040	12.0	0.0	248.0	4.0	183.0	3040.0
136_178	6.0	1.0	246.0	11.0	136.0	178.0
122_10924	4.0	0.0	256.0	4.0	122.0	10924.0
3173_3187	21.0	0.0	240.0	3.0	3173.0	3187.0
186_415	13.0	0.0	245.0	6.0	186.0	415.0
190_407	19.0	0.0	239.0	6.0	190.0	407.0
139_3039	14.0	0.0	248.0	2.0	139.0	3039.0
118_3131	19.0	0.0	244.0	1.0	118.0	3131.0
407_3041	18.0	0.0	242.0	4.0	407.0	3041.0
3158_3180	2.0	0.0	258.0	4.0	3158.0	3180.0
2729_3039	6.0	0.0	256.0	2.0	2729.0	3039.0
3162_8820	4.0	0.0	259.0	1.0	3162.0	8820.0
3_2863	17.0	0.0	242.0	5.0	3.0	2863.0
2883_3160	2.0	0.0	260.0	2.0	2883.0	3160.0
120_415	12.0	0.0	248.0	4.0	120.0	415.0
147_2824	26.0	0.0	234.0	4.0	147.0	2824.0
394_3188	18.0	0.0	241.0	5.0	394.0	3188.0
141_407	19.0	0.0	241.0	4.0	141.0	407.0
2883_3192	15.0	0.0	246.0	3.0	2883.0	3192.0
177_2714	8.0	0.0	249.0	7.0	177.0	2714.0
3040_3156	3.0	0.0	260.0	1.0	3040.0	3156.0
178_395	6.0	0.0	252.0	6.0	178.0	395.0
159_10924	10.0	0.0	251.0	3.0	159.0	10924.0
140_159	21.0	0.0	242.0	1.0	140.0	159.0
116_119	8.0	0.0	254.0	2.0	116.0	119.0
142_2824	30.0	0.0	231.0	3.0	142.0	2824.0
141_3131	20.0	0.0	242.0	2.0	141.0	3131.0
177_186	10.0	0.0	249.0	5.0	177.0	186.0
166_183	29.0	0.0	226.0	9.0	166.0	183.0
177_3175	13.0	0.0	249.0	2.0	177.0	3175.0
1583_2714	17.0	0.0	234.0	13.0	1583.0	2714.0
172_3158	15.0	0.0	244.0	5.0	172.0	3158.0
172_3186	24.0	0.0	232.0	8.0	172.0	3186.0
8625_8719	2.0	0.0	256.0	6.0	8625.0	8719.0
135_159	19.0	0.0	244.0	1.0	135.0	159.0
120_144	20.0	0.0	241.0	3.0	120.0	144.0
118_407	18.0	0.0	243.0	3.0	118.0	407.0
412_8820	6.0	0.0	254.0	4.0	412.0	8820.0
173_3180	14.0	0.0	243.0	7.0	173.0	3180.0
3173_3185	22.0	0.0	238.0	4.0	3173.0	3185.0
3_143	25.0	0.0	237.0	2.0	3.0	143.0
154_8719	18.0	0.0	244.0	2.0	154.0	8719.0
412_3160	6.0	0.0	255.0	3.0	412.0	3160.0
141_8718	10.0	0.0	252.0	2.0	141.0	8718.0
2883_8718	2.0	0.0	261.0	1.0	2883.0	8718.0
118_8727	10.0	0.0	253.0	1.0	118.0	8727.0
138_3194	17.0	0.0	237.0	10.0	138.0	3194.0
140_2963	13.0	0.0	248.0	3.0	140.0	2963.0
144_173	25.0	0.0	235.0	4.0	144.0	173.0
109_2723	12.0	0.0	249.0	3.0	109.0	2723.0
143_3154	18.0	0.0	242.0	4.0	143.0	3154.0
1750_2824	19.0	0.0	238.0	7.0	1750.0	2824.0
2826_3040	13.0	0.0	247.0	4.0	2826.0	3040.0
119_146	23.0	0.0	236.0	5.0	119.0	146.0
139_419	18.0	0.0	242.0	4.0	139.0	419.0
172_2826	24.0	0.0	231.0	9.0	172.0	2826.0
3158_3179	12.0	1.0	245.0	6.0	3158.0	3179.0
1586_3129	20.0	0.0	236.0	8.0	1586.0	3129.0
109_3142	11.0	0.0	244.0	9.0	109.0	3142.0
164_3175	22.0	0.0	238.0	4.0	164.0	3175.0
164_418	17.0	0.0	242.0	5.0	164.0	418.0
4_116	1.0	0.0	260.0	3.0	4.0	116.0
187_2718	14.0	0.0	245.0	5.0	187.0	2718.0
187_418	16.0	0.0	242.0	6.0	187.0	418.0
138_419	10.0	0.0	243.0	11.0	138.0	419.0
154_395	20.0	0.0	240.0	4.0	154.0	395.0
4_3129	13.0	0.0	246.0	5.0	4.0	3129.0
141_2714	17.0	0.0	239.0	8.0	141.0	2714.0
157_8625	12.0	0.0	244.0	8.0	157.0	8625.0
139_164	22.0	0.0	239.0	3.0	139.0	164.0
144_415	15.0	0.0	247.0	2.0	144.0	415.0
395_2714	12.0	0.0	243.0	9.0	395.0	2714.0
3_119	18.0	0.0	239.0	7.0	3.0	119.0
186_2826	21.0	0.0	235.0	8.0	186.0	2826.0
120_147	24.0	0.0	236.0	4.0	120.0	147.0
116_3039	3.0	0.0	260.0	1.0	116.0	3039.0
116_395	6.0	0.0	256.0	2.0	116.0	395.0
143_1585	12.0	0.0	250.0	2.0	143.0	1585.0
415_419	10.0	0.0	250.0	4.0	415.0	419.0
188_3192	22.0	1.0	236.0	5.0	188.0	3192.0
415_3164	5.0	0.0	257.0	2.0	415.0	3164.0
4_3041	10.0	0.0	251.0	3.0	4.0	3041.0
2718_3188	15.0	0.0	244.0	5.0	2718.0	3188.0
2729_3040	6.0	0.0	257.0	1.0	2729.0	3040.0
177_2723	5.0	0.0	259.0	0.0	177.0	2723.0
144_166	31.0	0.0	228.0	5.0	144.0	166.0
119_164	17.0	0.0	243.0	4.0	119.0	164.0
147_8820	17.0	0.0	244.0	3.0	147.0	8820.0
3173_3188	22.0	0.0	238.0	4.0	3173.0	3188.0
395_401	14.0	0.0	245.0	5.0	395.0	401.0
149_420	24.0	0.0	236.0	4.0	149.0	420.0
187_3039	11.0	0.0	249.0	4.0	187.0	3039.0
116_412	5.0	0.0	256.0	3.0	116.0	412.0
1583_8730	18.0	0.0	235.0	11.0	1583.0	8730.0
118_136	16.0	0.0	243.0	5.0	118.0	136.0
139_144	23.0	0.0	239.0	2.0	139.0	144.0
166_2718	21.0	0.0	233.0	10.0	166.0	2718.0
188_1585	9.0	1.0	249.0	5.0	188.0	1585.0
116_3192	14.0	0.0	247.0	3.0	116.0	3192.0
1750_3154	16.0	0.0	240.0	8.0	1750.0	3154.0
4_172	15.0	0.0	243.0	6.0	4.0	172.0
3131_3192	23.0	0.0	237.0	4.0	3131.0	3192.0
188_3194	21.0	1.0	237.0	5.0	188.0	3194.0
178_3040	3.0	0.0	257.0	4.0	178.0	3040.0
164_3192	24.0	0.0	236.0	4.0	164.0	3192.0
139_166	32.0	0.0	227.0	5.0	139.0	166.0
183_8625	11.0	0.0	245.0	8.0	183.0	8625.0
3041_3180	10.0	0.0	250.0	4.0	3041.0	3180.0
173_415	17.0	0.0	242.0	5.0	173.0	415.0
2826_8820	13.0	0.0	246.0	5.0	2826.0	8820.0
1583_8727	11.0	1.0	245.0	7.0	1583.0	8727.0
147_1586	23.0	0.0	234.0	7.0	147.0	1586.0
3154_8730	16.0	0.0	240.0	8.0	3154.0	8730.0
138_3191	17.0	0.0	237.0	10.0	138.0	3191.0
3_3173	21.0	0.0	235.0	8.0	3.0	3173.0
140_164	22.0	0.0	239.0	3.0	140.0	164.0
141_3187	20.0	0.0	242.0	2.0	141.0	3187.0
3156_8718	3.0	0.0	261.0	0.0	3156.0	8718.0
142_401	27.0	0.0	232.0	5.0	142.0	401.0
2824_2826	21.0	0.0	236.0	7.0	2824.0	2826.0
139_412	16.0	0.0	244.0	4.0	139.0	412.0
143_3142	15.0	0.0	244.0	5.0	143.0	3142.0
147_2826	27.0	0.0	232.0	5.0	147.0	2826.0
122_2824	15.0	0.0	247.0	2.0	122.0	2824.0
2718_2866	6.0	0.0	253.0	5.0	2718.0	2866.0
188_1586	15.0	1.0	239.0	9.0	188.0	1586.0
157_177	12.0	0.0	248.0	4.0	157.0	177.0
3_8730	20.0	0.0	235.0	9.0	3.0	8730.0
166_3131	30.0	0.0	229.0	5.0	166.0	3131.0
415_2731	8.0	0.0	254.0	2.0	415.0	2731.0
154_407	24.0	0.0	235.0	5.0	154.0	407.0
394_419	14.0	0.0	245.0	5.0	394.0	419.0
190_10924	12.0	0.0	247.0	5.0	190.0	10924.0
165_3186	27.0	0.0	230.0	7.0	165.0	3186.0
177_3041	10.0	0.0	253.0	1.0	177.0	3041.0
159_3039	11.0	0.0	252.0	1.0	159.0	3039.0
144_2729	15.0	0.0	247.0	2.0	144.0	2729.0
3175_8727	13.0	1.0	247.0	3.0	3175.0	8727.0
149_2963	18.0	0.0	243.0	3.0	149.0	2963.0
154_3160	16.0	0.0	245.0	3.0	154.0	3160.0
116_401	10.0	0.0	251.0	3.0	116.0	401.0
1583_3185	21.0	0.0	235.0	8.0	1583.0	3185.0
1586_3193	19.0	0.0	238.0	7.0	1586.0	3193.0
136_164	16.0	0.0	240.0	8.0	136.0	164.0
183_395	16.0	0.0	243.0	5.0	183.0	395.0
1750_10924	10.0	0.0	247.0	7.0	1750.0	10924.0
186_3194	22.0	0.0	235.0	7.0	186.0	3194.0
122_418	11.0	0.0	250.0	3.0	122.0	418.0
